date,title,text,link,days of week
повышение надежности и отказоустойчивости оборудования достигается благодаря специальным схемам резервирования общих блоков оборудования, включая электропитание, специальных схем подключения клиентских сигналов и системы управления, резервирования соединений (каналов) и участков сети;
повышение безопасности достигается возможностью шифрования данных, передаваемых по оптическим каналам;
обеспечение взаимодействия с оборудованием других производителей гарантируется соответствием международным требованиям по стандартизации (прежде всего МСЭ-Т) волоконно-оптических транспортных сетей и использованием в DWDM-оборудовании стандартизованных открытых интерфейсов управления сетью.




Дарья Алексанкина, генеральный директор C3 Solutions:
За последнее время я не заметила существенных изменений в требованиях заказчиков. Они остаются неизменно высокими. Компании продолжают ожидать от вендоров стабильной надежности, производительности и масштабируемости. Особое внимание сейчас стали уделять сервисной поддержке. Не так много вендоров могут похвастаться глубокой экспертизой в сфере клиентского сервиса. А для заказчиков это – один из ключевых факторов выбора производителя.
Мы в C3 Solutions строго следим за исполнением всех обязательств, ответственно выполняя все требования заказчиков. Кроме того, наши специалисты оказывают поддержку с момента первого обращения и до завершения эксплуатации оборудования, осуществляя выезды на объекты по всей стране. В этом плане наша политика очень гибкая – мы предлагаем несколько моделей обслуживания под любые запросы клиента.




Максим Ковалев, продакт-менеджер направления шкафов ЦОД и систем изоляции коридоров NTSS:
Основной набор требований практически устоялся и мало меняется, совершенствование скорее идет в направлении удобства обслуживания, в отношении других систем - больше информационной осведомленности, больше резервирования и автономности, меньше человеческого фактора и количества обслуживающего персонала. Одной из таких тенденций является внедрение проактивного мониторинга для прогнозирования выходящего из строя оборудования. Подобная система внедряется в коммерческом ЦОДе Nubes и сообщество ЦОДов с интересом наблюдает за этим экспериментом.
Также хочется отметить тенденцию к росту глубины серверного оборудования, доступного на российском рынке, что приводит к изменению требований к полезной глубине серверных шкафов.


Разрешима ли в текущих условиях проблема полного замещения оборудования зарубежных поставщиков? В каких сегментах производители отечественного оборудования и решений для ЦОД имеют сильные позиции? Насколько высок спрос на оборудование отечественного производства со стороны российских провайдеров дата-центров и какова доля российского оборудования и решений в реализуемых Вами проектах?



Арсений Фомин, руководитель проектов ЦОД Linx Datacenter:
Замена большей части компонентов уже произведена отечественными производителями, но проблема полного ухода от оборудования зарубежных поставщиков сейчас еще не решена. Производство микропроцессоров - это длительные сроки организации и вложения значительных инвестиций в их создание.
Наибольшее влияние на переход на отечественное ИТ-оборудование и ПО оказывает отсутствие поддержки со стороны иностранных партнёров. Это приводит к росту импортозамещения. Самый значительный прогресс в области импортозамещения наблюдается в сфере ИБ, зачастую российские средства защиты ничуть не уступают их импортным аналогам.
Также наблюдается активное развитие отечественных систем виртуализации. Однако пока они ещё уступают импортным аналогам.
Что касается инженерной инфраструктуры ЦОД, то здесь также имеет место значительный рост запросов на оборудование отечественного производства. Правда, текущие производственные мощности его разработчиков не могут полностью удовлетворить постоянно растущие потребности рынка.




Евгений Вирцер, генеральный директор ""Свободные Технологии Инжиниринг"", основатель ГК Key Point:
С одной стороны, на мой взгляд, сегодня не осталось сегментов оборудования, где не было бы замещения. С другой стороны, конкуренция и вариативность представленного на рынке оборудования пока сильно меньше, чем три года назад. Сегодня в наших проектах мы используем решения отечественных производителей. Под словом ""отечественные"" подразумеваем не тех производителей, чье оборудования находится в реестре Минпромторга, а тех, кто реально имеет производство и мощности здесь, на территории России. Понятно, что комплектующие, как и во всем мире, поставляются, в том числе, и из других стран, но это нормальная общемировая промкооперация. Поэтому мы понимаем, что отечественные трансформаторы, источники бесперебойного питания сегодня вполне конкурентны. Относительно систем охлаждения мы не можем сказать того же, но уже есть хорошие примеры. Пока не конкурентно все, что связано непосредственно с дизель-генераторными установками. Но в этом нет ничего страшного, поскольку доступны решения китайских производителей. Один из наших проектов почти полностью реализован на отечественном оборудовании. Из иностранного в этом проекте только дизеля и отдельные элементы систем. Все остальное оборудование максимально российское, которое неплохо себя зарекомендовало на испытаниях Uptime Institute и уже находится в эксплуатации.




Семен Коган, cоветник генерального директора по формированию технической стратегии ООО ""Т8"", к.т.н:
Мы можем делать выводы только по своему сегменту — DWDM-оборудованию. На сегодняшний момент он полностью замещен и не зависит от поставок оборудования зарубежных вендоров. Компания еще 20 лет назад для себя решила, что будет отстаивать свои интересы как отечественного разработчика и производителя, создавать свои технологии. За эти годы Т8 сформировала мощную российскую научную и инженерную школу, и это позволило в 2023 году стать компанией номер один по доле DWDM-рынка в России.
Следует также отметить успехи в производстве отечественного оптического волокна. Основные усилия отечественных ученых и инженеров в настоящее время направлены на налаживание производства преформ (заготовок) для вытяжки оптического волокна, а также элементной базы для систем DWDM, включая чипы ПЛИС (Field-Pogrammable Gate Array, FPGA), цифровых сигнальных процессоров ЦСП (DSP) и фотонных интегральных схем ФИС (PIC). Программируемые логические интегральные схемы (ПЛИС) относятся к классу устройств, алгоритм работы которых не определяется при изготовлении, а задаётся посредством программирования (проектирования).




Максим Ковалев, продакт-менеджер направления шкафов ЦОД и систем изоляции коридоров NTSS:
Российские производители достаточно давно представлены в линейках серверных шкафов и систем контейнеризации, и поэтому сейчас замещение практически полное. Присутствуют на рынке блоки распределения питания, в том числе и интеллектуальные, которые качественно и технологически стоят на уровне с лучшими иностранными системами.
С 2022 года рынок испытывал сложности с замещением оборудования, требующего сложных технологический процессов при производстве, например СКС. Это была нетривиальная задача для многих производителей, но ГК Emilink занимается производством СКС с 2007 года, и наши решения успели завоевать популярность на рынке.
Для систем бесперебойного питания и охлаждения замещение требует больше времени, но сейчас уже можно сказать, что основные компоненты этих систем доступны, и в большом количестве. Заказчик хочет получить уверенность в этих решениях в виде гарантий и сервиса.




Дарья Алексанкина, генеральный директор C3 Solutions:
Достижение полного импортозамещения, к сожалению, займет немало времени. В настоящее время передача и обработка данных осуществляется преимущественно с использованием импортного оборудования.
Да, в стране уже успешно разрабатываются и производятся пассивные решения для ЦОД и продвигается работа над активными компонентами. Но для полной независимости от иностранных компаний необходимы значительные инвестиции и время. В отсутствии сильного спроса на отечественные решения, заказчики продолжают использовать привычные импортные продукты.
Решением может стать создание благоприятных условий для отечественных производителей. Они включают государственную поддержку, финансовые инструменты и создание национальных стандартов.


Какие меры государственной поддержки необходимы для отрасли ЦОД? Какие законодательные и экономические барьеры необходимо устранить для привлечения инвестиций в строительство дата-центров?



Евгений Вирцер, генеральный директор ""Свободные Технологии Инжиниринг"", основатель ГК Key Point:
Мы стараемся поднимать этот вопрос на всех публичных мероприятиях. Любой ЦОД – это капиталоемкий проект с достаточно длинным сроком окупаемости. И для кредитования подобных объектов точно нужны льготы. Финансовые модели не выдерживают или почти не выдерживают текущих ставок финансирования. Эта проблема уже сегодня является серьезным тормозом в развитии всей отрасли. А дальше ситуация будет только ухудшаться. Сегодня известно, что наше правительство планирует предоставить льготы на кредитование строительства ЦОДов. Мы очень ждем, что с 1 января 2025 года эта программа заработает и, действительно, можно будет субсидировать кредитную ставку. Вторая мера, о которой все говорят – это льготное техприсоединение. Но, на мой взгляд, рынку нужны дешевые деньги. Дальше мы все сделаем сами.




Арсений Фомин, руководитель проектов ЦОД Linx Datacenter:
Необходимы дополнительные меры экономической поддержки для российских компаний, создающих ЦОДы, льготное налогообложение, льготные кредиты. Также необходима разработка отечественных стандартов в области строительства дата-центров.
Центры обработки данных представляют собой очень энергоёмкие объекты, в связи с чем требуют значительных электрических мощностей. Поэтому поддержка государства в области подключения ЦОД к сетям электроснабжения крайне необходима и важна для отрасли.




Александр Сенюков, заместитель генерального директора по работе с органами власти ООО ""Т8"":
Для участников отрасли есть две новости, хорошая и плохая, чаще при выборе собеседники просят начать с плохой.
Сложность заключается в существенном изменении структуры рынка оборудования. Привычные импортные решения сейчас не поставляются. Ограничения пытаются обходить через схемы параллельного импорта, или смотрят в сторону зарубежных поставщиков ""второго эшелона"", при этом берут на себя повышенные риски — соглашаются на снижение качества и скорости сервисного обслуживания и сложностью модернизации этого оборудования. Но существуют высокие риски того, что импортное оборудование могут просто ограничить в использовании на российских сетях связи. Тогда это все может ""превратиться в тыкву"".
Но хорошая новость заключается в том, что по многим сегментам оборудования есть достойные российские аналоги, в частности DWDM-оборудование Т8 на равных удачно конкурировало с импортными аналогами даже на полностью открытом рынке.
Государство заинтересовано в развитии и сетей связи, и российской радиоэлектроники. Постоянно разрабатываются новые меры поддержки, в частности, в рамках национального проекта ""Экономика данных"" планируется выдавать льготные кредиты для построения сетей связи на российском телекоммуникационном оборудовании. Обсуждаемая ставка 5% сроком на 6 лет.
Еще одной полезной мерой может стать расширение перечня российского высокотехнологичного оборудования, в отношении которого при формировании первоначальной стоимости основного средства применяется коэффициента 2. С учетом изменившихся налоговых ставок, это может быть существенным преимуществом, так как в пересчете это можно сравнить со скидкой порядка 25% от стоимости оборудования.
Совокупность этих стимулирующих мер должна крайне положительно отразиться на развитии российской отрасли связи в целом, и на сегменте дата-центров в частности. А наличие, или даже перспектива введения ограничительных мер — хорошая предпосылка к заключению долгосрочных контрактов непосредственно с российскими разработчиками и производителями необходимого ЦОДам оборудования.




Дарья Алексанкина, генеральный директор C3 Solutions:
Прежде всего, необходимы льготные кредитные линии, которые помогут производителям инвестировать в масштабирование производства и развитие новых технологий. Еще важна поддержка оборота продукции, которая обеспечит сбыт отечественного оборудования и создаст устойчивый спрос на него.
Важно обеспечить защиту от конкуренции со стороны иностранных производителей. В частности, на российский рынок начинают напрямую выходить китайские вендоры с продукцией собственного бренда. Они обладают значительным производственным масштабом и могут предлагать более низкие цены. В ближайшей перспективе мы не сможем конкурировать с китайскими производителями по цене. Поэтому необходимы защитные меры, которые позволят отечественным производителям получить необходимое время для развития и укрепления своих позиций на рынке.




Максим Ковалев, продакт-менеджер направления шкафов ЦОД и систем изоляции коридоров NTSS:
Чем больше клиентов привлекается в ЦОДы, тем лучше себя будут чувствовать операторы ЦОДов. Показатель развития и роста экономики состоит именно в росте стойко-мест каждый год. От государства хотелось бы большей открытости в планах строительства отраслевых ЦОДов и облегчения доступа к источникам электроэнергии в регионах.


Какие ключевые проекты реализовала Ваша компания в 2023-2024 годах? Какие перспективные проекты планируете развивать в будущем?



Руслан Рамазанов, генеральный директор ""Дата-центра №1"":
Главный проект для нас — это запуск ""Дата-центра №1"" в начале этого года в Санкт-Петербурге.
Проект был реализован при поддержке оператора ИТ-решений ""ОБИТ"" и других партнеров для решения долгосрочной проблемы нехватки мощностей в северо-западном регионе и в северной столице в частности. При проектировании центра были использованы передовые технические решения: все системы, включая электроснабжение, охлаждение и связь, продублированы и обеспечены высоким уровнем физической и сетевой безопасности. Мощность энергоснабжения достигает 2 МВт, что гарантирует безотказное подключение серверного оборудования с различным энергопотреблением и производительностью. Для компаний доступны разнообразные варианты аренды: целые машзалы, отдельные юниты и офисные зоны, — с оперативной круглосуточной поддержкой и мониторингом безопасности.




Евгений Вирцер, генеральный директор ""Свободные Технологии Инжиниринг"", основатель ГК Key Point:
В начале 2023 года мы ввели в эксплуатацию и сертифицировали в Uptime Insitute ЦОД ГК Key Point во Владивостоке. В начале 2024 – аналогичный ЦОД ГК Key Point в Новосибирске. Также в начале 2024 завершили строительство и сертифицировали в Uptime первый объект уровня Tier IV в стране. Это ЦОД ""Москва-2"", получивший сертификат Tier IV Constructed Facility. Сейчас объект успешно эксплуатирует ""Атомдата-Центр"". В настоящее время завершаем работы на коммерческом ЦОДе ""А9"" в Москве емкостью 1 020 стоек. В высокой степени готовности находится коммерческий ЦОД в Дубне на 24 МВт ИТ-нагрузки, который мы планируем ввести в эксплуатацию в начале 2025 года. Сейчас идут строительные работы первой очереди ЦОД ГК Key Point в Екатеринбурге и второй очереди объекта в Новосибирске. Их запуск запланирован на первую половину 2025 года. Ведем работы по проектированию и вышли на строительную площадку ЦОДа в Зеленограде. Есть еще несколько крупных объектов в стадии проектирования, о которых мы пока не можем говорить. По данным проектам мы уже приступили к подготовительным работам на участках. Резюмируя выше сказанное, повторюсь, сегодня у нашей компании большое количество законтрактованных объектов в работе.




Арсений Фомин, руководитель проектов ЦОД Linx Datacenter:
Два года - 2023 и 2024 - стали для компании Linx Datacenter подготовительным к большому рывку периодом. Мы надеемся реализовать свои планы по строительству новых центров обработки данных в ближайшие годы. Также компания планирует значительно увеличить масштабы предоставления услуг IaaS, PaaS, SaaS, DRaaS.




Дарья Алексанкина, генеральный директор C3 Solutions:
За прошедший год мы реализовали ряд успешных проектов по созданию инфраструктуры для ИИ. Они предполагали поставку серверных стоек нового формата. Наши шкафы позволяют разместить серверное оборудование с увеличенной глубиной, не испытывая сложностей в коммутации и не блокируя доступ к розеткам ИБП.
Кроме того, мы реализовали крупные проекты на поставку комплексных решений – от серверных стоек и систем электропитания до холодоснабжения и СКС. На каждом этапе реализации работы сопровождались экспертной и квалифицированной сервисной поддержкой.
В ближайшее время мы планируем запускать проект по поставке нескольких МикроЦОД для крупного территориально-распределенного заказчика. Предлагаемое нами EDGE-решение позволит решить проблему повышения эффективности работы филиалов. МикроЦОД от C3 Solutions – это готовое решение ""под ключ"", которое не требуют расчета и подбора дополнительных инженерных систем. Благодаря своей компактности и масштабируемости, он не нуждается в специально подготовленных помещениях для установки. Решения ориентированы на разные потребности заказчиков в ИТ-мощностях и условиях эксплуатации.




Максим Ковалев, продакт-менеджер направления шкафов ЦОД и систем изоляции коридоров NTSS:
Группа компаний Emilink совместно с партнерами-интеграторами участвует во многих коммерческих проектах. Одним из таких проектов является поставка оборудования по рамочному соглашению для ЦОДов МТС, а также для коммерческих ЦОДов ""Миран"" и Linx Datacenter, совместное участие с компанией GreenMDC в создании ЦОД ""Новатек"" в Тюмени. Знаковым моментом для нас является признание в виде отраслевой награды за лучший отечественный продукт 2024 года – нашу собственную разработку – кроссовый шкаф высокой плотности ODF Prof.



Скачать PDF карты «Ключевые коммерческие дата-центры в России и СНГ» ( 5 411.02 Кбайт )

",https://www.comnews.ru/content/234334/2024-08-02/2024-w31/1178/kolichestvo-stoek-kommercheskikh-codov-2024-godu-vyrastet-18,Friday
2024-08-01,Производители ИТ- и радиоэлектронной продукции смогут пригласить будущих цифровых атташе,"Начальник отдела внедрения цифровых технологий и международного сотрудничества департамента цифровых технологий Министерства промышленности и торговли РФ Артем Пучков на вебинаре ""ИТ в Киргизии. Возможности и вызовы для российских компаний"" 31 июля сообщил, что соглашение между Минпромторгом РФ и Российским фондом развития информационных технологий (РФРИТ) предусматривает для кандидатов, которые прошли на должность цифрового атташе, проведение информационной программы.
Эта программа, по словам Артема Пучкова, включает визиты в организации, где будущие цифровые атташе знакомятся с производствами в области цифровых технологий, радиоэлектроники и сопутствующих услуг; в ходе визитов представители организаций презентуют продукцию, обсуждают стратегии выхода на зарубежные рынки, перспективные отрасли, возможности контрагентов.
""В 2023 г. прошло более 40 визитов, а в 2024 г. по этой программе повышения квалификаций кандидатов сформирован график из 22 организаций. Начало посещения организаций запланировано на 12 августа 2024 г. Заинтересованные компании могут подать заявку на участие в программе через департамент цифровых технологий Минпромторга РФ и РФРИТ"", - сообщил Артем Пучков.
Артем Пучков добавил, что на момент июля 2024 г. уже назначены 15 цифровых атташе, а восемь кандидатов находятся на разных этапах трудоустройства в таких странах, как Иран, Алжир, Турция, Сербия, Белоруссия, Египет, Таджикистан, Филиппины.
Цифровой атташе уже присутствует в Киргизской Республике
Цифровой атташе торгового представительства РФ в Киргизии Роберт Вильданов сообщил, что ИТ-рынок в Кыргызстане составляет $0,7 млрд, 80% населения использует интернет, а у 70% жителей страны есть доступ к сети 4G.
Торговый представитель РФ в Киргизии Айнур Саманов отметил низкую ставку налога на добавленную стоимость - 12%: ""Это одна из самых низких ставок на постсоветском пространстве. Налог на прибыль составляет 10%. Это серьезное преимущество для компаний, которые рассматривают Киргизию с точки зрения локализации и создания совместных предприятий на территории страны"".
Валовый внутренний продукт (ВВП) Киргизии в 2023 г. составил $12,29 млрд. Структура ВВП такова, что на сферу услуг приходится почти 50%. Промышленность составляет около 16% ВВП, сельское хозяйство - 10%, строительство - 6%.

В концепции цифровой трансформации Киргизии на 2024-2028 гг. сказано, что искусственный интеллект (ИИ) может использоваться для разработки новых медицинских технологий, автоматизации процессов производства в промышленности и сельском хозяйстве, создания новых платформ для электронной коммерции.
""Агросектор и промышленность - это основа местной экономики, поэтому местное правительство видит перспективу от внедрения высокотехнологичных продуктов"", - добавил Роберт Вильданов.
По словам Роберта Вильданова, в планах правительства республики четко обозначено приобретение суперкомпьютеров в 2024 г. для расширения возможностей ИИ; кроме того, в Киргизии уже запустилась бета-версия киргизоязычной нейросети на основе ИИ, называется она ""Акылай"" (AkylAI).
https://www.comnews.ru/content/234546/2024-07-31/2024-w31/1008/rossiyskie-startapy-smogut-zapoluchit-rynok-yugo-vostochnoy-azii-cherez-singapur

",https://www.comnews.ru/content/234555/2024-08-01/2024-w31/1008/proizvoditeli-it-i-radioelektronnoy-produkcii-smogut-priglasit-buduschikh-cifrovykh-attashe,Thursday
2024-08-01,"""Вызовы для ИТ-руководителя в 2024 году""","Вигель Антонов, директор технического центра Merlion, рассказывает про роль управленца в ИТ, руководство командой, информационную безопасность, искусственный интеллект и при чем здесь нехватка кадров.
Смена ролей
Еще пару десятков лет назад роль информационных технологий в компании была в основном технической. Круг обязанностей ИТ-службы редко выходил за рамки задач в виде поддержки работоспособности компьютеров, серверов, сетей и решения вопросов установки и обновления программного обеспечения: ИТ-подразделение воспринималось как технический ""хвост"", который обслуживает основной бизнес.
В середине 2000-х годов функции ИТ и административно-хозяйственного отдела (АХО) в компаниях были объединены в одно подразделение - что неудивительно. Достаточно крупные торговые и сервисные компании использовали офисные приложения, электронную почту и самые незамысловатые корпоративные системы: в то время им не требовались сложные ИТ-инфраструктуры и специфические ИТ-услуги, как сейчас.
Стремительное развитие технологий и конкурентная среда быстро поменяли ситуацию: в современном мире ИТ стали неотъемлемой частью бизнеса практически во всех отраслях. Независимо от того, чем занимается компания: производство, розничная торговля, финансы или любая другая сфера, ИТ играют ключевую роль в ее деятельности.
В ответ на потребности ""нового времени"" поменялась и роль руководителей ИТ-подразделений - на первый план вышла бизнес-ориентированность.
Для топ-менеджмента в ИТ стало важным глубоко вникать в бизнес-цели компании. Теперь необходимо четко представлять, какие задачи стоят перед организацией и как ИТ-решения могут помочь в их достижении. Становится важным:
Связывать ИТ-задачи с бизнес-результатами. ИТ-директор должен объяснять, как конкретные ИТ-проекты и инициативы влияют на ключевые показатели бизнеса - прибыль, эффективность, клиентский опыт и т.д.
Предоставлять руководству прозрачные данные. Современное ИТ-подразделение должно быть настроено так, чтобы уметь собирать и анализировать данные об ИТ-инфраструктуре и процессах, чтобы давать бизнесу обоснованные рекомендации.
Автоматизировать ключевые бизнес-процессы. Одна из важных задач ИТ-руководителя - выявлять возможности для цифровизации и внедрять решения, которые повышают эффективность работы компании.
Быть полноценным бизнес-партнером. Современный ИТ-директор должен активно участвовать в стратегическом планировании и принятии ключевых решений, а не просто реагировать на запросы других подразделений.
Ваши подчиненные тоже поменялись!
В последние годы работа с ИТ-специалистами все больше напоминает управление творческими и ""капризными"" талантами: руководителям приходится создавать особые условия, чтобы привлекать и удерживать ценные кадры, развивать в себе высокий уровень эмпатии по отношению к своим сотрудникам.
Пандемия COVID-19 кардинально трансформировала подходы к организации труда, сделав удаленную работу нормой для многих компаний. Это, в свою очередь, повлияло на ожидания и предпочтения сотрудников в отношении гибкости рабочих условий. А отток кадров только усилил конкуренцию среди работодателей.
Традиционный подход - повышение заработных плат уже не дает желаемого эффекта. Во-первых, далеко не все компании могут себе это позволить. Во-вторых, ИТ-специалисты все чаще ориентируются не только на финансовую составляющую. Им важен ряд аспектов:
